Sentiment,Sentence,Clean sentences
1517,1,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",operating profit net sales sixmonth period increased respectively eur7 5 eur655 5 compared corresponding period 2005
1518,0,The category was marked by maturity and the recession .,category marked maturity recession
1519,-1,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",managing director comments net sales first quarter notably lower year especially finland russia baltic countries
1520,0,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,latvia stockmann shopping mall subsidiary finland stockmann plc
1521,-1,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",operating result 12month period decreased profit eur0 4 turnover decreased eur5 6 compared 2004
1522,1,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",kalnapiliotauro grupe kalnapilistauras group owned denmark royal unibrew raised market share 252 percent 2391 percent beer sales nine months jumped 114 percent 5299 million liters
1523,0,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",stora enso business north america annual capacity 3 million tons employs 4350 people
1524,0,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,interchange editorsinchief part publisher goal enhance job circulation personnel groups
1525,0,"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",second quarter 2009 net sales operator business partners represented 47 group total net sales
1526,1,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,diluted earnings per share eps rose eur 029 eur 005
1527,0,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",price talk midmarket swaps plus 105 bps area leads barclays bnpp ubs cba
1528,-1,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,finnish retail software developer aldata solution oyj reported net loss 117 mln euro 172 mln 2007 versus net profit 25 mln euro 37 mln 2006
1529,1,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,ruukki order book end 2010 30 yearonyear 10 quarteronquarter
1530,0,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products operating finland
1531,1,`` Demand for sports equipment was good in 2005 .,demand sports equipment good 2005
1532,-1,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",ssh communications security corp stock exchange release october 14 2008 245 pm company updates full year outlook estimates results remain loss full year
1533,0,News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,news corp myspacecom web site display submissions expanded broadband emmy awards part effort identify aspiring video artists
1534,0,"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .",india high priority since business links two countries also expanding tornstrom said
1535,0,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,plant would use palm oil certified roundtable sustainable palm oil rspo
1536,1,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",progress group qpr representative saudi arabia north africa signed framework agreement long term strategic relationship ise
1537,0,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,tekla group net sales 2006 approximately 50 million euros operating result 136 million euros
1538,1,"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",agreement geosentric provide gypsiipowered hotel information reservation services visitors china including popular cities beijing shanghai
1539,-1,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,operating profit fell eur 203 mn eur 742 mn second quarter 2008
1540,-1,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",2009 3 february 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur46m fourth quarter 2009 yearearlier profit eur45m
1541,0,"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",finland corresponding service alma media etuovicom finland popular best known nationwide online service home property sales
1542,0,"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",country finland sector constructionreal estate target pohjolan designtalo oy buyer capman oyj vendor ruukki group oyj deal size usd 1026 type divestment status agreed
1543,-1,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,pharmaceuticals group orion corp reported fall thirdquarter earnings hit larger expenditures rd marketing
1544,-1,The reduction notice applied to 17 people .,reduction notice applied 17 people
1545,1,"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs .",kone factory located ayanambakkam suburb west chennai fully integrated facility gives capability address costs
1546,0,"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .",karachi sept 14 ixonos world leader development integration solutions handheld devices announced implementing touch screen mobile user interface solution intel atom processor z6xx based smartphones
