Sentiment,Sentence,Clean sentences
733,-1,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",26 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v lt said today net profit declined eur20 9 first nine months 2010 eur27 6 period year earlier
734,-1,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",frost sold shares 19 million 6067 12 per share compared friday high 1133 low 1014
735,-1,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",konecranes previously communicated estimated reduction 1600 employees group level 2009
736,1,"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",use natural fibers make clothes comfortable allow skin breathe ecofriendly
737,1,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",luxembourgregistered investment fund amber trust ii final approval lithuania competition council acquire 296 percent sanitas country largest pharmaceutical producer
738,1,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",tekla structures bim building information modeling software developed according longterm plan improved user experience process functionality
739,1,The aim is to increase sales by at least one fifth in 2006 .,aim increase sales least one fifth 2006
740,1,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",kesko car import retailing business vvauto saw sales grow 171 pct
741,-1,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,stora enso target cut eur 485 eur 555 holmen target sek 135 sek 150
742,-1,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish media company talentum oyj net profit decreased 25 mln euro 40 mln first quarter 2008 30 mln euro 47 mln period 2007
743,-1,Small investors have voiced fears that the shares will end up with risk investors .,small investors voiced fears shares end risk investors
744,1,`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,lowering prices us competitors shows real estate market stabilised returned balance apartments acquiring fair price eyes clients
745,-1,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,company decided end 2008 temporarily shut ammonia plant billingham extend maintenance period ince facility
746,-1,"As a result , the company has decided it will implement fixed-term temporary lay-offs .",result company decided implement fixedterm temporary layoffs
747,-1,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",profit taxes amounted eur 565 mn eur 2329 mn year ago
748,-1,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,high court finland fined seven local asphalt companies lion 117 million operating cartel
749,-1,"Divisional sales demand in the half remained `` inconsistent '' , it added .",divisional sales demand half remained inconsistent added
750,1,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",company said paper demand increased main markets including publication papers increased average paper prices 4 percent compared last year
751,1,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,operating profit rose 269 eur 1058 834 million
752,-1,Finnish media group Talentum has issued a profit warning .,finnish media group talentum issued profit warning
753,-1,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",october upm reported thirdquarter net loss euro86 million 110 million compared net profit euro120 million 2007
754,-1,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,operating profit eur 16 mn 2005 compared eur 59 mn 2004
755,-1,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",operating loss totalled eur 09 mn profit eur 27 mn
756,-1,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",media advisory ntsb said subsequent testing train detection system intermittently failed
757,1,Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,production expand elcoteq locations including mexico hungary 2010
758,-1,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",operating profit totaled eur 38 mn eur 45 mn corresponding period 2005
759,-1,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",poorest index figure given finnish power company fortum 45
760,-1,The company expects its net sales for the whole 2009 to remain below the 2008 level .,company expects net sales whole 2009 remain 2008 level
761,1,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",according report neomarkka kuitu finland customers interested buying company products restarts production
762,-1,"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",baltic states company reports net sales eur 119 mn eur 142 mn operative ebit eur 22 mn eur 17 mn
763,-1,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",dolce gabbana asked european union declare marimekko corporation unikko floral pattern trademark invalid continuing dispute two companies
764,-1,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,stora chief executive jouko karvinen described russian tariff hikes threat future forest products industry finland
765,1,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,kone net sales rose 14 yearonyear first nine months 2008
766,-1,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",baltimore police fire pension 15 billion lost 35 million madoff ponzi scheme
767,-1,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",profit period totalled eur 08 mn eur 11 mn corresponding period 2008
768,1,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",company established 3g base station 17000 feet foot mount everest enable mountain climbers 29035foot summit surf internet even send videos exploits
769,-1,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,survey conducted taloustutkimus sampo life shows companies badly prepared losing key staff members
770,-1,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",omx nordic 40 omxn40 index comprising 40 traded nordic stocks nasdaq omx exchange closed 087 106414 points thursday
771,1,Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,paper maker stora enso oyj said friday acquitted charges participated paper pricefixing conspiracy united states
772,1,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,cash flow operations rose eur 527 mn eur 156 mn 2007
773,-1,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",januaryjune 2010 diluted loss per share stood eur0 3 versus eur0 1 first half 2009
774,-1,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,30 november 2009 finnish office furniture maker martela oyj hel maras said today make redundant three people nine laid permanently company office staff factory workers
